1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,
0.9958246346555324,0.9999689163178572,0.9999689551949057,0.9999688391345356,
1.0,0.9998223006927519,0.9998223006927519,0.9998223006927519,
1.0,0.999829555680111,0.999829555680111,0.999829555680111,
1.0,0.9998362414285796,0.9998362414285796,0.9998362414285796,
1.0,0.9998424224119565,0.9998424224119565,0.9998424224119565,
1.0,0.999848153720554,0.999848153720554,0.999848153720554,
1.0,0.9998534827085228,0.9998534827085228,0.9998534827085228,
