,0,1,2,3
0,0.5799554565701559,0.24562997700822303,0.06593313813209534,1604011462.2047718
1,0.4031180400890869,0.06525473079204468,0.0025406181812286377,1604011462.44183
2,0.35545657015590204,0.06196643494440754,0.06901589035987854,1604011462.46271
3,0.20089086859688196,0.011055850761481774,0.0006721913814544678,1604011462.170694
4,0.7821826280623608,0.14336181075903798,0.0031912624835968018,1604011462.435683
5,0.621826280623608,0.08558153419263134,0.08796647191047668,1604011462.447768
6,0.0690423162583519,0.18246716537606983,0.42131197452545166,1604011462.4373615
7,1.0,0.39639622939826297,0.0,1604011522.488894
8,0.0628390596745027,0.2273603061842012,0.0078012943267822266,1604011519.5334396
9,0.09674502712477395,0.011878812991020558,0.06775188446044922,1604011519.3250875
10,0.08815551537070523,0.024557979271504042,0.4961806535720825,1604011520.5370784
11,0.8530741410488246,1.0,0.00015115737915039062,1604011521.6378245
12,0.58499095840868,0.563091064720667,0.005947232246398926,1604011522.471812
13,0.5370705244122966,0.14990486263691327,0.18935871124267578,1604011521.504487
14,0.7106690777576854,0.29783719243916934,0.28432929515838623,1604011522.4642355
15,0.5949367088607596,0.10154127980198344,0.002875208854675293,1604011520.860661
16,0.4358047016274864,0.06097187314291321,0.01063227653503418,1604011522.234514
17,0.042043399638336344,0.0,1.0,1604011521.4049766
18,0.7698915009041591,0.2349909224235221,0.0002701282501220703,1604011521.70219
19,0.38743218806509944,0.22218199859338453,0.00012218952178955078,1604011522.2512875
20,0.0,0.007787633778398093,0.0030508041381835938,1604011522.0315735
21,0.9999999999999999,0.3323709140891315,0.0008741393685340881,1604011582.502331
22,0.0,0.0,1.0,1604011549.5815818
23,0.18781038374717832,0.11826580222137473,0.0312773659825325,1604011581.0351849
24,0.0762979683972912,0.020601000589216264,0.0026892349123954773,1604011579.0866275
25,0.47810383747178326,0.2472100462843591,0.005470454692840576,1604011582.4875302
26,0.7887133182844244,0.8356125839339058,0.0003306195139884949,1604011582.4878755
27,0.48984198645598187,0.09954029366695458,0.0011839047074317932,1604011581.2884536
28,0.44379232505643335,0.09154714857563585,0.0,1604011582.5093129
29,0.4884875846501128,0.14827563556434858,0.014576062560081482,1604011581.8193588
30,0.3553047404063205,0.05212652169266833,0.028354883193969727,1604011581.659496
31,0.5521444695259594,0.06260300255196329,0.03406576067209244,1604011582.5011218
32,0.7521444695259594,1.0,0.04501792788505554,1604011582.4635272
33,0.4577878103837471,0.06839026312770895,0.02927485853433609,1604011582.4807887
34,0.004966139954853273,0.007566674084974593,0.2789769843220711,1604011573.4234154
35,0.9999999999999999,0.15252747271069775,0.0026915520429611206,1604011642.5390382
36,0.05372082782915015,0.0530879939575251,0.44009876251220703,1604011625.4011602
37,0.21092029942756493,0.04595382191956122,0.1835537999868393,1604011637.2380977
38,0.043152796125055036,0.004707761554003161,0.04291173815727234,1604011638.765247
39,0.11889035667107001,0.006183365936965015,0.07067620754241943,1604011641.999352
40,0.6618229854689563,0.31120663171624047,0.0016648918390274048,1604011642.5186377
41,0.5490973139586085,0.2618080655535163,0.061599940061569214,1604011642.5283117
42,0.5094671950682519,0.058463945857824266,0.0026242434978485107,1604011642.1767318
43,0.6014971378247468,0.1684448255264552,0.024856582283973694,1604011642.5193675
44,0.3606340819022457,0.020177431006116252,0.013616204261779785,1604011642.375704
45,0.4865697930427125,0.02514029704666536,0.002779856324195862,1604011642.3116043
